0,1,s_close,s_date
"Apr 19, 24",16.96,16.96,"Apr 19, 24"
"Apr 22, 24",17.31,17.31,"Apr 22, 24"
"Apr 23, 24",17.31,17.31,"Apr 23, 24"
"Apr 24, 24",17.35,17.35,"Apr 24, 24"
"Apr 25, 24",17.44,17.44,"Apr 25, 24"
"Apr 29, 24",17.84,17.84,"Apr 29, 24"
"Apr 30, 24",18.36,18.36,"Apr 30, 24"
"May 02, 24",17.89,17.89,"May 02, 24"
"May 03, 24",18.53,18.53,"May 03, 24"
"May 06, 24",18.99,18.99,"May 06, 24"
"May 07, 24",19.02,19.02,"May 07, 24"
"May 08, 24",19.00,19.00,"May 08, 24"
"May 09, 24",19.00,19.00,"May 09, 24"
"May 10, 24",18.76,18.76,"May 10, 24"
"May 13, 24",19.00,19.00,"May 13, 24"
"May 14, 24",19.06,19.06,"May 14, 24"
"May 15, 24",19.22,19.22,"May 15, 24"
"May 16, 24",18.68,18.68,"May 16, 24"
"May 17, 24",18.91,18.91,"May 17, 24"
"May 20, 24",18.70,18.70,"May 20, 24"
"May 21, 24",18.90,18.90,"May 21, 24"
"May 22, 24",18.60,18.60,"May 22, 24"
"May 23, 24",18.49,18.49,"May 23, 24"
"May 24, 24",18.82,18.82,"May 24, 24"
"May 27, 24",18.80,18.80,"May 27, 24"
"May 29, 24",18.80,18.80,"May 29, 24"
"May 30, 24",18.44,18.44,"May 30, 24"
"May 31, 24",19.05,19.05,"May 31, 24"
"Jun 03, 24",19.32,19.32,"Jun 03, 24"
"Jun 05, 24",19.51,19.51,"Jun 05, 24"
"Jun 06, 24",18.82,18.82,"Jun 06, 24"
"Jun 07, 24",18.50,18.50,"Jun 07, 24"
"Jun 10, 24",19.03,19.03,"Jun 10, 24"
"Jun 11, 24",18.71,18.71,"Jun 11, 24"
"Jun 12, 24",18.59,18.59,"Jun 12, 24"
"Jun 13, 24",19.75,19.75,"Jun 13, 24"
"Jun 14, 24",19.39,19.39,"Jun 14, 24"
"Jun 20, 24",19.83,19.83,"Jun 20, 24"
"Jun 21, 24",19.60,19.60,"Jun 21, 24"
"Jun 24, 24",19.28,19.28,"Jun 24, 24"
"Jun 25, 24",19.26,19.26,"Jun 25, 24"
"Jun 26, 24",19.45,19.45,"Jun 26, 24"
"Jun 27, 24",19.32,19.32,"Jun 27, 24"
"Jun 28, 24",19.32,19.32,"Jun 28, 24"
"Jul 01, 24",19.32,19.32,"Jul 01, 24"
"Jul 09, 24",20.66,20.66,"Jul 09, 24"
"Jul 10, 24",20.78,20.78,"Jul 10, 24"
"Jul 11, 24",20.81,20.81,"Jul 11, 24"
"Jul 12, 24",20.60,20.60,"Jul 12, 24"
"Jul 15, 24",22.00,22.00,"Jul 15, 24"
"Jul 18, 24",21.76,21.76,"Jul 18, 24"
"Jul 19, 24",21.53,21.53,"Jul 19, 24"
"Jul 22, 24",20.76,20.76,"Jul 22, 24"
"Jul 23, 24",21.07,21.07,"Jul 23, 24"
"Jul 24, 24",21.18,21.18,"Jul 24, 24"
"Jul 25, 24",20.71,20.71,"Jul 25, 24"
"Jul 26, 24",20.52,20.52,"Jul 26, 24"
"Jul 29, 24",20.52,20.52,"Jul 29, 24"
"Jul 30, 24",21.02,21.02,"Jul 30, 24"
"Jul 31, 24",20.24,20.24,"Jul 31, 24"
"Aug 01, 24",20.38,20.38,"Aug 01, 24"
"Aug 02, 24",22.10,22.10,"Aug 02, 24"
"Aug 05, 24",20.35,20.35,"Aug 05, 24"
"Aug 06, 24",20.80,20.80,"Aug 06, 24"
"Aug 07, 24",21.73,21.73,"Aug 07, 24"
"Aug 08, 24",21.29,21.29,"Aug 08, 24"
"Aug 09, 24",17.50,17.50,"Aug 09, 24"
"Aug 12, 24",15.53,15.53,"Aug 12, 24"
"Aug 13, 24",15.86,15.86,"Aug 13, 24"
"Aug 15, 24",16.12,16.12,"Aug 15, 24"
"Aug 16, 24",16.38,16.38,"Aug 16, 24"
"Aug 19, 24",15.04,15.04,"Aug 19, 24"
"Aug 20, 24",15.27,15.27,"Aug 20, 24"
"Aug 21, 24",16.75,16.75,"Aug 21, 24"
"Aug 22, 24",15.44,15.44,"Aug 22, 24"
"Aug 23, 24",15.37,15.37,"Aug 23, 24"
"Aug 26, 24",15.04,15.04,"Aug 26, 24"
"Aug 27, 24",13.72,13.72,"Aug 27, 24"
"Aug 28, 24",10.12,10.12,"Aug 28, 24"
"Aug 29, 24",10.65,10.65,"Aug 29, 24"
"Aug 30, 24",11.16,11.16,"Aug 30, 24"
"Sep 02, 24",10.63,10.63,"Sep 02, 24"
"Sep 03, 24",10.08,10.08,"Sep 03, 24"
"Sep 04, 24",10.18,10.18,"Sep 04, 24"
"Sep 05, 24",10.04,10.04,"Sep 05, 24"
"Sep 06, 24",10.18,10.18,"Sep 06, 24"
"Sep 09, 24",10.05,10.05,"Sep 09, 24"
"Sep 10, 24",10.15,10.15,"Sep 10, 24"
"Sep 11, 24",10.31,10.31,"Sep 11, 24"
"Sep 12, 24",10.15,10.15,"Sep 12, 24"
"Sep 13, 24",10.13,10.13,"Sep 13, 24"
"Sep 16, 24",9.59,9.59,"Sep 16, 24"
"Sep 18, 24",10.25,10.25,"Sep 18, 24"
"Sep 19, 24",10.00,10.00,"Sep 19, 24"
"Sep 20, 24",10.05,10.05,"Sep 20, 24"
"Sep 23, 24",10.16,10.16,"Sep 23, 24"
"Sep 24, 24",10.02,10.02,"Sep 24, 24"
"Sep 25, 24",10.37,10.37,"Sep 25, 24"
"Sep 26, 24",10.27,10.27,"Sep 26, 24"
"Sep 27, 24",10.24,10.24,"Sep 27, 24"
"Sep 30, 24",10.29,10.29,"Sep 30, 24"
"Oct 01, 24",10.42,10.42,"Oct 01, 24"
"Oct 02, 24",10.44,10.44,"Oct 02, 24"
"Oct 03, 24",10.48,10.48,"Oct 03, 24"
"Oct 04, 24",10.65,10.65,"Oct 04, 24"
"Oct 07, 24",10.75,10.75,"Oct 07, 24"
"Oct 08, 24",11.06,11.06,"Oct 08, 24"
